Date Occur,Year Occurred,Time Occur,Type,Highway,Milepost,Latitude,Longitude,Age,Dispositio,Contributi,Drug Impai,Coll. Type,Fatalities,Injuries,No. of Veh,Driver Age,Contribu_1,Capitol,is_highway
4/17/2018,2018,0.722222222,No Contact,SR303,126,33.7176271,-112.3104267,,No Contact,,,,,,,,,,Y
4/18/2018,2018,6.32E-02,Contact,SR202,4,33.4617899,-112.0769635,24,Arrest,Impaired - Alcohol,Alcohol,,,,,24,,,Y
4/18/2018,2018,0.8375,No Contact,I17,225,33.8126636,-112.1386826,,No Contact,,,,,,,,,,Y
4/19/2018,2018,9.24E-02,No Contact,I10,124,33.46180267,-112.4330051,,No Contact,,,,,,,,,,Y
4/19/2018,2018,0.890277778,No Contact,SR202,28.3,33.4213506,-111.6360954,,No Contact,,,,,,,,,,Y
4/20/2018,2018,0.606944444,Contact,JEFFERSON ST,16TH AVE,33.44701019,-112.0939335,56,Warning,Not Familiar With Area,,,,,,56,,Y,
4/20/2018,2018,0.616666667,Contact,JEFFERSON ST,16TH AVE,33.44701164,-112.0938312,23,Citation,Not Familiar With Area,,,,,,23,,Y,
4/20/2018,2018,0.670833333,No Contact,I17,340,35.17778141,-111.6605252,,No Contact,,,,,,,,,,Y
4/20/2018,2018,0.995833333,Collision,SR202,1,33.46176138,-112.0347297,25,Arrest,Impaired - Alcohol,,Injury,0,1,3,25,,,Y
4/21/2018,2018,7.50E-02,No Contact,I17,248,34.131549,-112.1499183,,No Contact,,,,,,,,,,Y
4/21/2018,2018,0.61875,No Contact,SR260,267,34.3191124,-111.1149273,,No Contact,,,,,,,,,,Y
4/21/2018,2018,0.992361111,No Contact,I10,178,33.06746,-111.8033533,,No Contact,,,,,,,,,,Y
4/22/2018,2018,0.159722222,No Contact,I10,275,32.06658833,-110.7721417,,No Contact,,,,,,,,,,
4/22/2018,2018,0.388888889,Contact,I17,DUNLAP,33.59744833,-112.118805,53,Warning,Not Familiar With Area,,,,,,53,,,Y
4/22/2018,2018,0.792361111,No Contact,SR51,15,33.66701678,-111.9993424,,No Contact,,,,,,,,,,Y
4/23/2018,2018,0.340277778,No Contact,I10,155.3,33.3750269,-111.9677807,,No Contact,,,,,,,,,,Y
4/23/2018,2018,0.767361111,Contact,BLK CANYON FNTG,Tonto,33.43852667,-112.1075183,23,Citation,Not Familiar With Area,,,,,,23,,,Y
4/25/2018,2018,0.104166667,Collision,I40,279,34.9399409,-110.2805174,25,Arrest,Impaired - Drugs,Marijuana,Non-Injury,0,0,1,25,,,Y
4/25/2018,2018,0.618055556,Contact,Jefferson,15th Ave,33.44602,-112.0941367,47,Warning,Not Familiar With Area,,,,,,47,,Y,
4/25/2018,2018,0.886111111,Contact,US60,202.7,33.3481037,-111.4547199,57,Citation,Not Familiar With Area,,,,,,57,,,Y
4/27/2018,2018,0.370138889,Contact,JEFFERSON ST,18TH AVE,33.44692,-112.098845,42,Warning,Not Familiar With Area,,,,,,42,,Y,
4/27/2018,2018,0.41875,Contact,JEFFERSON ST,19TH AVE,33.44599167,-112.1004833,30,Warning,Not Familiar With Area,,,,,,30,,Y,
4/27/2018,2018,0.795138889,Contact,I17,214,33.6549856,-112.1145954,79,Warning,Elderly,,,,,,79,,,Y
4/28/2018,2018,4.38E-02,No Contact,I19,30,31.72713811,-111.0579468,,No Contact,,,,,,,,,,Y
4/28/2018,2018,0.772222222,No Contact,I10,146,33.51039,-112.0445633,,No Contact,,,,,,,,,,Y
4/28/2018,2018,0.888194444,No Contact,I10,267,32.13377833,-110.8853783,,No Contact,,,,,,,,,,Y
4/28/2018,2018,0.988888889,Contact,US60,222,33.28532,-111.115305,28,Arrest,Inattention,Poss Marijuana,,,,,28,,,Y
4/29/2018,2018,9.79E-02,No Contact,SR101,44.5,33.5447428,-111.8795624,,No Contact,,,,,,,,,,Y
4/29/2018,2018,0.183333333,No Contact,SR51,9.5,33.5757398,-112.0138637,,No Contact,,,,,,,,,,Y
4/29/2018,2018,0.188194444,No Contact,SR101,41.1,33.5831825,-111.8914856,,No Contact,,,,,,,,,,Y
4/29/2018,2018,8:52,Contact,Washington,12TH AVE,33.44739,-112.0885917,43,Warning,Not Familiar With Area,,,,,,43,,Y,
4/29/2018,2018,9:58,Contact,SR101,10,33.58099,-112.2613483,40,Citation,Not Familiar With Area,,,,,,40,,,Y
4/29/2018,2018,0.607638889,No Contact,I19,45,31.9316202,-110.9866248,64,Self Correct,Cause,,,,,,,,,Y
4/30/2018,2018,0.122916667,No Contact,I17,221,33.44414333,-112.4780633,,No Contact,,,,,,,,,,
4/30/2018,2018,0.184027778,No Contact,SR51,1,33.4722923,-112.0387243,,No Contact,,,,,,,,,,Y
4/30/2018,2018,0.856944444,Contact,I10,148.1 (Jefferson),33.44726753,-112.0374685,28,Arrest,Impaired - Alcohol,Drugs/alcohol,,,,,28,,,Y
4/30/2018,2018,0.945833333,No Contact,US60,144.2,33.6264924,-112.3344164,,No Contact,,,,,,,,,,Y
4/30/2018,2018,0.964583333,No Contact,SR202,44.6,33.2831589,-111.7798906,,No Contact,,,,,,,,,,Y
5/1/2018,2018,0.483333333,Contact,SR85,(147) 153,33.4066542,-112.6255019,46,FI Only,Not Familiar With Area,,,,,,46,,,Y
5/1/2018,2018,0.805555556,No Contact,SR347,179,32.94628167,-111.7577217,,No Contact,,,,,,,,,,Y
5/1/2018,2018,0.894444444,No Contact,US93,71,35.1908715,-114.0671286,,No Contact,,,,,,,,,,Y
5/2/2018,2018,0.554166667,Contact,I10,236,32.4659836,-111.2220876,24,Citation,Cause,,,,,,24,,,Y
5/2/2018,2018,0.572916667,Contact,I10,162.4,33.2616902,-111.9531932,21,Warning,Inattention,,,,,,21,,,Y
5/2/2018,2018,0.6125,No Contact,SR347,162,32.8911584,-112.0493298,,No Contact,,,,,,,,,,Y
5/3/2018,2018,2:02,Contact,JEFFERSON,17TH AVE,33.44699762,-112.0986748,40,Warning,Not Familiar With Area,,,,,,40,,Y,
5/3/2018,2018,2:44,No Contact,I17,258,34.264945,-112.1110889,,No Contact,,,,,,,,,,Y
5/3/2018,2018,0.736111111,No Contact,SR89A,363,34.7987641,-111.9129716,,No Contact,,,,,,,,,,Y
5/3/2018,2018,0.977777778,No Contact,I8,178,32.8165019,-111.6811815,,No Contact,,,,,,,,,,Y
5/4/2018,2018,1:35,No Contact,SR303,131,33.77007979,-112.2493994,,No Contact,,,,,,,,,,Y
5/5/2018,2018,8.68E-02,No Contact,I40,173,35.2591242,-112.0279756,,No Contact,,,,,,,,,,Y
5/5/2018,2018,0.268055556,No Contact,US60,145,33.57962,-112.298945,,No Contact,,,,,,,,,,
5/5/2018,2018,0.272222222,Contact,JEFFERSON,12TH AVE,33.44782833,-112.08816,18,Warning,Not Familiar With Area,,,,,,18,,Y,
5/6/2018,2018,0.881944444,Contact,I40,51,35.2142158,-114.0481217,82,Warning,Not Familiar With Area,,,,,,82,,,Y
5/6/2018,2018,21:47,No Contact,SR77,88,32.5117629,-110.925708,,No Contact,,,,,,,,,,Y
5/7/2018,2018,1.11E-02,Contact,I40,86,35.1599739,-113.6435161,58,Arrest,Impaired - Alcohol,,,,,,58,,,Y
5/7/2018,2018,0.391666667,Contact,SR68,26,35.2185072,-114.1445849,59,Warning,Not Familiar With Area,,,,,,59,,,Y
5/7/2018,2018,0.454166667,Contact,US93,198.5,33.98553833,-112.7396483,71,Citation,Elderly,,,,,,71,,,Y
5/7/2018,2018,0.588888889,Contact,I40,225,35.1295211,-111.184576,83,FI Only,Medical,,,,,,83,,,Y
5/7/2018,2018,0.624305556,No Contact,I17,230,33.8843349,-112.1477353,,No Contact,,,,,,,,,,Y
5/8/2018,2018,6.87E-02,Contact,I17,337,35.134185,-111.6847338,56,Arrest,Impaired - Alcohol,,,,,,56,,,Y
5/9/2018,2018,2.08E-03,No Contact,BLK CNYN,CAMELBACK RD,33.58092167,-112.1263383,,FI Only,Intentional,,,,,,,,,
5/9/2018,2018,0.816666667,No Contact,SR179,308,34.8014856,-111.7690216,,No Contact,,,,,,,,,,Y
5/9/2018,2018,0.99375,Contact,US93,55,35.3623,-114.2366517,61,Arrest,Impaired - Alcohol,,,,,,61,,,Y
5/10/2018,2018,0.427777778,No Contact,SR87,219,33.8755572,-111.460524,,No Contact,,,,,,,,,,Y
5/10/2018,2018,0.957638889,Collision,SR303,117,33.57961,-112.2990567,54,Arrest,Impaired - Alcohol,,Injury,0,1,2,54,,,
5/11/2018,2018,5:35,Contact,I17,199.6 (JEFFERSON),33.44695222,-112.10905,24,Citation,Not Familiar With Area,,,,,,24,,,Y
5/11/2018,2018,8:34,Contact,SR202,5,33.43836667,-111.9619533,32,Warning,Intentional,,,,,,32,,,Y
5/11/2018,2018,0.659027778,Contact,SR85,151,33.3777542,-112.6250435,51,FI Only,Not Familiar With Area,,,,,,51,,,Y
5/11/2018,2018,0.850694444,No Contact,I8,12,32.6706555,-114.4483098,,No Contact,,,,,,,,,,Y
5/11/2018,2018,0.859722222,No Contact,SR202,11.9,33.4453059,-111.857091,,No Contact,,,,,,,,,,Y
5/12/2018,2018,0.125694444,Contact,I8,22,32.6679454,-114.288065,25,Arrest,Impaired - Alcohol,Alcohol,,,,,25,,,Y
5/12/2018,2018,0.3375,Contact,Baseline,59th Ave.,33.37771167,-112.1020967,24,Arrest,Impaired - Alcohol,,,,,,24,,,
5/12/2018,2018,0.474305556,No Contact,SR85,150,33.2198184,-112.643762,,No Contact,,,,,,,,,,Y
5/12/2018,2018,0.98125,No Contact,SR69,268,34.37449941,-112.1893212,,No Contact,,,,,,,,,,Y
5/13/2018,2018,0.640972222,No Contact,I19,42,31.8881384,-110.9873353,,No Contact,,,,,,,,,,Y
5/13/2018,2018,0.929166667,No Contact,SR51,14.6,33.6727702,-111.992819,,No Contact,,,,,,,,,,Y
5/14/2018,2018,0.315277778,Contact,SR202,1.8,33.36461,-111.8920583,,Warning,Cause,,,,,,,,,Y
5/14/2018,2018,0.710416667,No Contact,US93,69,35.19186611,-114.0701553,55,No Contact,,,,,,,,,,Y
5/14/2018,2018,0.846527778,Collision,SR347,184.2,33.20411176,-111.9939706,71,Deceased,Impaired - Alcohol,Alcohol,Fatal,2,6,4,71,,,Y
5/15/2018,2018,0.744444444,Contact,Guadalupe,,33.36357667,-111.8927867,50,Citation,Not Familiar With Area,,,,,,50,,,Y
5/16/2018,2018,6.39E-02,Contact,UNIVERSITY,BEULAH,35.1706181,-111.6663177,25,Arrest,Impaired - Drugs,"Methamphetamine, Carboxy THC (THC Metabolyte)",,,,,25,,,
5/16/2018,2018,0.3875,Contact,ADAMS,19TH AVE,33.44921667,-112.1005,77,Warning,Not Familiar With Area,,,,,,77,,Y,
5/16/2018,2018,0.620138889,No Contact,SR202,40.9,33.30813339,-111.7398999,,No Contact,,,,,,,,,,Y
5/16/2018,2018,0.689583333,Contact,I40,83,35.1771053,-113.4755822,25,Citation,Intentional,,,,,,25,,,Y
5/16/2018,2018,0.940972222,No Contact,SR89A,360,34.7643465,-111.9440545,,Self Correct,Impaired - Unknown,,,,,,,,,Y
5/16/2018,2018,0.945138889,No Contact,SR202,1.8,33.4595841,-112.009217,,No Contact,,,,,,,,,,Y
5/17/2018,2018,0.766666667,Contact,US60,214,33.2734358,-111.2094195,39,Arrest,Impaired - Alcohol,,,,,,39,,,Y
5/17/2018,2018,0.788888889,No Contact,I10,175,33.091685,-111.8221033,,No Contact,,,,,,,,,,Y
5/18/2018,2018,2.50E-02,No Contact,SR101,17,33.6674646,-112.2241965,,No Contact,,,,,,,,,,Y
5/18/2018,2018,0.943055556,No Contact,SR347,178,32.94625167,-111.757825,,No Contact,,,,,,,,,,Y
5/19/2018,2018,12:25,Contact,SR101,29.6,33.671693,-112.0004164,47,Citation,Intentional,,,,,,47,,,Y
5/19/2018,2018,0.690277778,No Contact,SR303,116,33.6360436,-112.4182516,,No Contact,,,,,,,,,,Y
5/19/2018,2018,0.73125,No Contact,SR260,209,34.6893119,-111.9807353,,No Contact,,,,,,,,,,Y
5/19/2018,2018,0.783333333,Contact,SR66,61,35.2549989,-113.9747029,61,Citation,Not Familiar With Area,,,,,,61,,,Y
5/19/2018,2018,0.845138889,No Contact,I8,155,32.8292331,-111.9905558,,No Contact,,,,,,,,,,Y
5/20/2018,2018,0.488888889,No Contact,I15,9,36.897475,-113.9340333,,No Contact,,,,,,,,,,
5/21/2018,2018,8:42,Contact,I10,134,33.46156257,-112.2593718,40,FI Only,Intentional,,,,,,40,,,Y
5/21/2018,2018,0.483333333,No Contact,I10,261,32.1869187,-110.968124,,No Contact,,,,,,,,,,Y
5/21/2018,2018,0.629861111,Contact,SR87,249,34.1922195,-111.3297521,63,Warning,Not Familiar With Area,,,,,,63,,,Y
5/21/2018,2018,0.969444444,No Contact,I10,200,32.87944,-111.9028017,,No Contact,,,,,,,,,,Y
5/22/2018,2018,0.540972222,Contact,I40,190,35.1940591,-111.735664,59,Citation,Intentional,,,,,,59,,,Y
5/22/2018,2018,0.940972222,No Contact,SR51,5.7,33.58352333,-112.0101533,,No Contact,,,,,,,,,,Y
5/23/2018,2018,2.85E-02,Contact,I17,201,33.46718833,-112.1095233,46,Warning,Not Familiar With Area,,,,,,,,,Y
5/23/2018,2018,3.40E-02,Contact,I10,261,32.1869187,-110.968124,66,Arrest,Impaired - Alcohol,Alcohol,,,,,66,,,Y
5/23/2018,2018,0.763888889,No Contact,SR89A,362,34.7867491,-111.9218982,,No Contact,,,,,,,,,,Y
5/24/2018,2018,0.2625,No Contact,I10,133,33.460175,-112.3005317,,No Contact,,,,,,,,,,Y
5/24/2018,2018,0.61875,No Contact,I10,114.8,33.434351,-112.5890045,,No Contact,,,,,,,,,,Y
5/24/2018,2018,14:56,Contact,JEFFERSON,17TH AVE,33.44699404,-112.0973223,32,Warning,Not Familiar With Area,,,,,,32,,Y,
5/24/2018,2018,0.692361111,No Contact,SR85,151,33.3777542,-112.6250435,,No Contact,,,,,,,,,,Y
5/24/2018,2018,0.772222222,Contact,US89,430,35.33515833,-111.5502833,67,Citation,Not Familiar With Area,,,,,,67,,,Y
5/24/2018,2018,20:44,Contact,JACKSON,19TH AVE,33.44439667,-112.1005067,21,FI Only,Not Familiar With Area,,,,,,21,,Y,
5/24/2018,2018,20:44,Contact,JEFFERSON STREET,19TH AVE,33.44439667,-112.1005067,21,Warning,Not Familiar With Area,,,,,,21,,Y,
5/25/2018,2018,0.420138889,No Contact,SR87,344,34.1789097,-111.3369542,,FI Only,Not Familiar With Area,,,,,,,,,Y
5/25/2018,2018,0.43125,No Contact,SR143,3.3,33.4540206,-111.9825573,,No Contact,,,,,,,,,,Y
5/25/2018,2018,14:47,Contact,SR101,9,33.56556,-112.25645,68,Warning,Elderly,,,,,,68,,,Y
5/25/2018,2018,0.696527778,No Contact,I8,14,32.6703404,-114.4141673,,No Contact,,,,,,,,,,Y
5/25/2018,2018,0.783333333,Contact,WASHINGTON ST,7TH AVE,33.44711833,-112.082115,54,Warning,Not Familiar With Area,,,,,,54,,Y,
5/25/2018,2018,0.825,Contact,JEFFERSON,17TH AVE,33.44699514,-112.0976854,20,Warning,Not Familiar With Area,,,,,,20,,Y,
5/26/2018,2018,0.163888889,Collision,US93,147,34.5368536,-113.434335,,No Contact,Hit and Run,,Injury,0,1,2,,,,Y
5/26/2018,2018,5:16,Contact,I40,71,35.15795414,-113.6950376,32,Warning,Not Familiar With Area,,,,,,,,,Y
5/26/2018,2018,0.459722222,Contact,I10,151,33.41299425,-112.0111687,57,FI Only,Cause,,,,,,,,,Y
5/26/2018,2018,0.507638889,No Contact,SR260,269,34.3252087,-111.0857465,,No Contact,,,,,,,,,,Y
5/28/2018,2018,0.164583333,Collision,I10,261,32.18412421,-110.9588031,23,Arrest,Impaired - Alcohol,Alcohol,Non-Injury,0,0,1,23,,,Y
5/29/2018,2018,0.566666667,No Contact,I40,55,35.2147601,-113.9851938,,No Contact,,,,,,,,,,Y
5/29/2018,2018,0.946527778,No Contact,US60,216,33.2636554,-111.2733788,,No Contact,,,,,,,,,,Y
5/30/2018,2018,15:41,Contact,JEFFERSON ST,15TH AVE,33.44975667,-112.096175,73,Warning,Not Familiar With Area,,,,,,73,,Y,
5/31/2018,2018,0.831944444,No Contact,SR202,34.6,33.3665071,-111.6440538,,No Contact,,,,,,,,,,Y
5/31/2018,2018,22:00,No Contact,I10,2,33.6059633,-114.4970227,,No Contact,,,,,,,,,,Y
6/1/2018,2018,0.100694444,No Contact,SR101,53.6,33.4011767,-111.8913367,,No Contact,,,,,,,,,,Y
6/1/2018,2018,0.206944444,No Contact,I19,56.9,32.10839041,-110.992616,,No Contact,,,,,,,,,,Y
6/1/2018,2018,0.522916667,No Contact,SR101,40.1,33.5977872,-111.8913481,,No Contact,,,,,,,,,,Y
6/1/2018,2018,0.849305556,No Contact,I10,144.7,33.4614863,-112.0769578,,No Contact,,,,,,,,,,Y
6/1/2018,2018,0.896527778,Contact,SR202,16,33.46821325,-111.7817338,45,Arrest,Impaired - Alcohol,,,,,,45,,,Y
6/2/2018,2018,0.461111111,Contact,US93,60,35.30626845,-114.1935377,31,Citation,Intentional,,,,,,31,,,Y
6/2/2018,2018,15:17,Contact,WASHINGTON,10TH AVE,33.44819377,-112.0857104,17,Warning,Not Familiar With Area,,,,,,17,,Y,
6/2/2018,2018,0.918055556,Contact,WASHINGTON,8TH AVE,33.44821139,-110.0836658,56,Arrest,Impaired - Alcohol,,,,,,56,,,
6/3/2018,2018,3.13E-02,Contact,SR68,22,35.2219335,-114.2148467,36,Arrest,Impaired - Alcohol,,,,,,36,,,Y
6/3/2018,2018,0.288888889,No Contact,US60,223,33.2810962,-111.1611478,,No Contact,,,,,,,,,,Y
6/4/2018,2018,0.765972222,No Contact,SR87,199,33.6259481,-111.5608833,,Self Correct,,,,,,,,,,Y
6/4/2018,2018,0.990972222,Contact,Washington,8th Ave,33.44821403,-112.0835648,20,Warning,Not Familiar With Area,,,,,,20,,Y,
6/5/2018,2018,0.138888889,Contact,I17,340,35.171735,-111.66472,43,Citation,Not Familiar With Area,,,,,,43,,,Y
6/5/2018,2018,14:10,No Contact,I8,14,32.6706384,-114.4140871,,No Contact,,,,,,,,,,Y
6/5/2018,2018,0.675694444,No Contact,I17,338,35.1482511,-111.6821727,,No Contact,,,,,,,,,,Y
6/5/2018,2018,0.802777778,Contact,SR101,34,33.6598672,-111.9340736,19,Citation,Cause,,,,,,19,,,Y
6/5/2018,2018,20:32,No Contact,I8,3,32.692193,-114.5976456,,No Contact,,,,,,,,,,Y
6/5/2018,2018,0.951388889,No Contact,SR101,9,33.56504167,-112.2575317,,Citation,,,,,,,,,,Y
6/6/2018,2018,11:57,No Contact,I10,261,32.1869187,-110.968124,,No Contact,,,,,,,,,,Y
6/6/2018,2018,15:55,Contact,JEFFERSON,17AVE,33.44874167,-112.0957333,52,Warning,Not Familiar With Area,,,,,,52,,Y,
6/6/2018,2018,0.756944444,No Contact,I40,1,34.7184869,-114.4702656,,No Contact,,,,,,,,,,Y
6/7/2018,2018,15:54,Contact,JEFFERSON STREET,19AVE,33.446885,-112.096105,28,Warning,Not Familiar With Area,,,,,,28,,Y,
6/7/2018,2018,0.666666667,No Contact,SR202,6,33.44000833,-111.9653433,,No Contact,,,,,,,,,,Y
6/7/2018,2018,0.86875,No Contact,SR202,31.5,33.31633961,-111.6356444,,No Contact,,,,,,,,,,
6/8/2018,2018,0.542361111,Contact,JEFFERSON,15TH AVE,33.44688833,-112.0915433,56,Warning,Not Familiar With Area,,,,,,56,,Y,
6/9/2018,2018,0.647222222,Contact,I10,141,33.4624087,-112.1286787,34,Citation,Intentional,,,,,,34,,,Y
6/9/2018,2018,0.945138889,No Contact,SR303,123.7,33.6983241,-112.3459901,,No Contact,,,,,,,,,,Y
6/10/2018,2018,0.297222222,Collision,I10,186,32.98212636,-111.7363568,72,FI Only,Elderly,,Fatal,1,1,2,72,,,Y
6/10/2018,2018,8:54,No Contact,I19,98,32.1362521,-110.9863441,,No Contact,,,,,,,,,,Y
6/11/2018,2018,0.400763889,Contact,SR51,UNION HILLS,33.55135,-112.1120867,73,FI Only,Not Familiar With Area,,,,,,73,,,Y
6/11/2018,2018,0.546527778,No Contact,SR87,197,33.62878167,-111.5606167,,No Contact,,,,,,,,,,Y
6/11/2018,2018,22:59,Contact,SR89,336,34.8708192,-112.4698006,68,FI Only,Medical,,,,,,68,,,Y
6/12/2018,2018,0.1125,Contact,SR347,176,33.1571,-112.0076233,23,Arrest,Impaired - Drugs,Tramadol,,0,0,,23,,,Y
6/12/2018,2018,0.440972222,No Contact,SR179,307,34.7897514,-111.7629712,,No Contact,,,,,,,,,,Y
6/13/2018,2018,1:59,No Contact,US60,187.8,33.3867382,-111.6914947,,No Contact,,,,,,,,,,Y
6/13/2018,2018,0.783333333,Contact,BASELINE,APACHE,33.37905167,-112.5763383,54,Arrest,Impaired - Alcohol,,,,,,54,,,
6/13/2018,2018,2244,No Contact,I10,286,31.9964446,-110.6199204,,No Contact,,,,,,,,,,Y
6/14/2018,2018,3.96E-02,Contact,SR89A,195,35.17411969,-111.6640249,43,Arrest,Impaired - Alcohol,,,,,,43,,,Y
6/14/2018,2018,6.39E-02,No Contact,SR303,127,33.65857333,-112.2377367,,No Contact,,,,,,,,,,
6/14/2018,2018,0.544444444,No Contact,SR347,171,33.02185,-112.0479719,,No Contact,,,,,,,,,,Y
6/14/2018,2018,0.938888889,Contact,SR101,17,33.661145,-112.2035683,92,FI Only,Elderly,,,,,,92,,,
6/15/2018,2018,0.979166667,No Contact,SR101,34.5,33.6123289,-111.8916231,,No Contact,,,,,,,,,,Y
6/16/2018,2018,2.99E-02,Contact,SR101,31.4,33.672816,-111.9829182,63,Arrest,Impaired - Alcohol,,,,,,63,,,Y
6/16/2018,2018,0.660416667,Collision,I40,297,34.98862724,-110.0087626,72,Deceased,Elderly,,Fatal,2,5,2,72,,,Y
6/16/2018,2018,0.782638889,No Contact,SR87,199,33.6259481,-111.5608833,,No Contact,,,,,,,,,,Y
6/16/2018,2018,0.994444444,Contact,SR101,53.6,33.42188325,-111.8919465,40,Arrest,Impaired - Alcohol,,,,,,40,,,Y
6/17/2018,2018,0.7375,No Contact,SR101,18,33.6678829,-112.2072255,,No Contact,,,,,,,,,,Y
6/17/2018,2018,0.771527778,No Contact,SR202,34.6,33.3375612,-111.6450679,,Self Correct,,,,,,,,,,Y
6/18/2018,2018,7.64E-02,Collision,SR101,60,33.30561738,-111.894422,28,Arrest,Impaired - Alcohol,"Alcohol, drugs",Non-Injury,0,0,1,28,,,Y
6/18/2018,2018,1618,No Contact,I19,41,31.8737916,-110.9900626,,No Contact,,,,,,,,,,Y
6/19/2018,2018,0.270833333,Contact,SR86,163,32.143135,-111.142945,68,Warning,Not Familiar With Area,,,,,,68,,,Y
6/21/2018,2018,0.639583333,No Contact,SR143,2,33.439754,-111.979492,,No Contact,,,,,,,,,,Y
6/21/2018,2018,0.651388889,Contact,JEFFERSON,22nd AVE,33.44696235,-112.106939,38,Warning,Not Familiar With Area,,,,,,38,,Y,Y
6/21/2018,2018,0.699305556,No Contact,I10,162.4,33.2856226,-111.9703189,,No Contact,,,,,,,59,,,Y
6/21/2018,2018,0.972916667,No Contact,SR66,71,35.3804767,-113.8543761,,No Contact,,,,,,,74,,,Y
6/22/2018,2018,8.75E-02,Contact,SR89,272,34.2070362,-112.8014801,59,Citation,Not Familiar With Area,,,,,,59,,,Y
6/22/2018,2018,0.463888889,Contact,VAN BUREN,7TH AVE,33.45098,-112.0819017,68,Warning,Not Familiar With Area,,,,,,68,,Y,
6/22/2018,2018,0.75,No Contact,US93,92,35.1490418,-113.6894272,,No Contact,,,,,,,,,,Y
6/22/2018,2018,0.882638889,No Contact,SR101,33,33.6636888,-111.9508441,,No Contact,,,,,,,,,,Y
6/23/2018,2018,0.631944444,No Contact,SR101,54.5,33.3867267,-111.8909642,,No Contact,,,,,,,,,,Y
6/23/2018,2018,20:57,No Contact,I10,226,32.5782833,-111.3275175,,No Contact,,,,,,,,,,Y
6/24/2018,2018,1.46E-02,No Contact,I17,253,34.2027619,-112.1247196,,No Contact,,,,,,,,,,Y
6/24/2018,2018,0.115972222,No Contact,SR51,7,33.5584651,-112.0382717,,No Contact,,,,,,,,,,Y
6/24/2018,2018,0.196527778,No Contact,SR101,17,33.66741058,-112.2056633,,No Contact,,,,,,,,,,Y
6/25/2018,2018,0.527777778,No Contact,SR89A,357,34.73295726,-111.9777443,,No Contact,,,,,,,,,,Y
6/25/2018,2018,0.55,Contact,SR86,164,32.15962333,-111.1039217,74,Warning,Inattention,,,,,,74,,,
6/25/2018,2018,0.872916667,No Contact,SR347,176,32.94636833,-111.7575817,,No Contact,,,,,,,,,,Y
6/25/2018,2018,0.925,No Contact,SR101,6,33.63774167,-112.2412267,,No Contact,,,,,,,,,,Y
6/26/2018,2018,5.97E-02,No Contact,SR202,13,33.4537915,-111.8433916,,No Contact,,,,,,,,,,Y
6/26/2018,2018,0.583333333,Contact,JEFFERSON,22nd AVE,33.44691773,-112.1022559,47,Citation,Not Familiar With Area,,,,,,47,,Y,
6/27/2018,2018,0.532638889,Contact,I10,43.2,33.6390287,-113.8247083,89,FI Only,Elderly,,,,,,89,,,Y
6/28/2018,2018,2.36E-02,No Contact,I17,290,34.61132569,-111.8604053,,No Contact,,,,,,,,,,Y
6/28/2018,2018,0.161111111,No Contact,SR202,1.8,33.4597674,-112.0091483,,No Contact,,,,,,,,,,Y
6/28/2018,2018,0.682638889,Contact,JEFFERSON,18TH AVE,33.447055,-112.098395,22,Warning,Not Familiar With Area,,,,,,22,,Y,
6/29/2018,2018,0.599305556,No Contact,SR202,48.6,33.2873529,-111.8650379,,No Contact,,,,,,,,,,Y
6/30/2018,2018,0.675,No Contact,SR24,1.3,33.32356376,-111.6444752,,No Contact,,,,,,,,,,
6/30/2018,2018,0.966666667,No Contact,SR101,23,33.66942667,-112.1199683,,No Contact,,,,,,,,,,Y
7/1/2018,2018,0.279166667,Contact,SR87,245,33.5130181,-111.7575625,17,Arrest,Impaired - Drugs,Marijuana,,,,,17,,,Y
7/2/2018,2018,6.25E-02,Collision,I10,257,32.23297148,-110.9835032,38,Arrest,Impaired - Drugs,Illegal drugs,Injury,0,1,1,38,,,Y
7/2/2018,2018,0.326388889,Contact,US60,140,33.66510885,-112.3844614,82,Warning,Medical Issue,,,,,2,82,,,Y
7/5/2018,2018,5.00E-02,Contact,I17,214,33.6550085,-112.1142917,51,Arrest,Impaired - Alcohol,,,,,,51,,,Y
7/6/2018,2018,0.897916667,Collision,SR195,14,32.4950955,-114.6325444,24,Deceased,,pending,Fatal,2,1,2,24,,,Y
7/7/2018,2018,0.484722222,Contact,SR89,321,34.6574555,-112.4364086,75,FI Only,Medical Issue,,,,,,,,,Y
7/9/2018,2018,5.28E-02,No Contact,I17,281,34.5337883,-111.9593067,,No Contact,,,,,,,,,,Y
7/9/2018,2018,0.201388889,Collision,SR51,2,33.49349173,-112.0438638,31,Arrest,Impaired - Alcohol,,Injury,0,2,2,31,,,Y
7/10/2018,2018,0.490972222,No Contact,SR85,150,33.376705,-112.5702117,,No Contact,,,,,,,,,,
7/10/2018,2018,0.911111111,No Contact,SR202,34,33.3375612,-111.6450679,,No Contact,,,,,,,,,,Y
7/11/2018,2018,1.53E-02,Contact,I10,232,32.5901779,-111.337338,84,Citation,Elderly,,,,,,84,,,Y
7/11/2018,2018,0.426388889,Contact,WASHINGTON,12TH AVE,33.448645,-112.0881,72,Citation,Not Familiar With Area,,,,,,72,,Y,
7/11/2018,2018,0.572222222,Contact,I10,219,32.60399833,-111.34909,37,Citation,Not Familiar With Area,,,,,,37,,,Y
